TABELA DE INSUMOS;;;;;;;;;;;
;;;;;;;;;;;
Item;CÓDIGO DA SOLUÇÃO NA PIR/SIAC;Produto (Solução);Quantidade;Descrição do Insumo;Detalhamento;Código RM;;;;;
1962;BA00000000751/1440000317;ANALISE DO PERFIL DO POTENCIAL FRANQUEADO;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2004;BA00000000751/1440000317;ANALISE DO PERFIL DO POTENCIAL FRANQUEADO;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2102;BA00000000751/1440000317;ANALISE DO PERFIL DO POTENCIAL FRANQUEADO;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2327;BA00000000751/1440000317;ANALISE DO PERFIL DO POTENCIAL FRANQUEADO;1;TNT Amarelo – 1 Metro;;;;;;;
2330;BA00000000751/1440000317;ANALISE DO PERFIL DO POTENCIAL FRANQUEADO;1;TNT Preto - 1 Metro;;;;;;;
2333;BA00000000751/1440000317;ANALISE DO PERFIL DO POTENCIAL FRANQUEADO;1;TNT Verde - 1 Metro;;;;;;;
2336;BA00000000751/1440000317;ANALISE DO PERFIL DO POTENCIAL FRANQUEADO;1;TNT Vermelho - 1 Metro;;;;;;;
12;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;5;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
44;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
103;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
284;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Expediente/Papel Cartolina - Amarela;;01.02.0090;;;;;
296;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
348;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;4;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
377;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;60;Expediente/Papel Flip Chart;;01.02.0179;;;;;
480;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;4;Expediente/Hidrocor - 12 Cores;;01.02.0222;;;;;
493;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;2;Expediente/Apontador de Lápis - Sem Deposito;;01.02.0277;;;;;
498;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;2;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
533;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;4;Expediente/Giz de Cera - 12 Cores;;01.02.0319;;;;;
588;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Expediente/Papel Cartolina - Azul;;01.02.0405;;;;;
666;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;5;Expediente/Papel Cartolina - Rosa;20 TARJETA 45X15 ROSA;01.02.0408;;;;;
683;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Expediente/Papel Cartolina - Verde;8 TARJETA 11X21 VERDE;01.02.0409;;;;;
712;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Expediente/Papel Cartolina - Rosa;;01.02.0408;;;;;
713;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Expediente/Papel Cartolina - Verde;;01.02.0409;;;;;
788;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;3;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
806;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Expediente/Bloco Notas Adesivas Removiveis 76x102 mm;qualquer cor;01.02.0607;;;;;
938;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1062;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;30;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1103;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1650;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;NP;Manual do Participante;;;;;;;
1755;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Matriz/Lista de Presença;;;;;;;
1813;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Pacote de Balas ;c/ 60 unid, 04 cores diferentes de papel (15 de cada);;;;;;
1899;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;10;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1943;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;10;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
1988;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2067;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2205;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;RETALHOS DE TECIDO VARIADOS OU FELTRO DE ALGODÃO;;;;;;;
2235;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Expediente/Barbante 4/8;;01.02.0045;;;;;
3009;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Caixa de Som ;;01.08.0010 ;;;;;
3071;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3137;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Evento/Computador ;;02.01.0046 ;;;;;
3200;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3266;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3335;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3401;BA00000000185/01000000004906;APRENDER A EMPREENDER_KIT EDUCATIVO;1;Tela de Projeção ;;01.08.0057 ;;;;;
297;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_ KIT EDUCATIVO;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
1339;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_ KIT EDUCATIVO;30;GUIAS DO PARTICIPANTE;;;;;;;
1494;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_ KIT EDUCATIVO;30;KIT EDUCAT/MP Aprender a Empreender;;;;;;;
1701;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_ KIT EDUCATIVO;NP;Matriz/Formulário de avaliação;;;;;;;
324;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
378;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;20;Expediente/Papel Flip Chart;;01.02.0179;;;;;
449;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
499;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
540;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
558;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
589;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Papel Cartolina - Azul;;01.02.0405;;;;;
939;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1104;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1918;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1963;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2007;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2106;BA00000000148/01000000004905;APRENDER A EMPREENDER_POUSADAS E HOTEIS_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
172;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;30;Papel Sulfite - Folha;cortada ao meio no comprimento da folha;01.02.0421;;;;;
173;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
175;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;30;Expediente/Papel Flip Chart;;01.02.0179;;;;;
176;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Na medida/Bloco;;01.06.0001;;;;;
177;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Na medida/Caneta;;01.06.0005;;;;;
178;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Na medida/Crachá;;01.06.0004;;;;;
179;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
180;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
181;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
182;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
185;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Na medida/Pasta;;;;;;;
963;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Na medida/Certificado;;01.06.0006;;;;;
1826;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;PAPEL PARDO (metro);;;;;;;
2181;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Quebra cabeças;Jogo quebra-cabeça, peças pequenas, descartável;;;;;;
2486;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Check Item/DVD vídeo solução Cooperar é um Bom Negócio.;;;;;;;
2487;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Ficha de Avaliação;;;;;;;
2489;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Lista de Presença;;;;;;;
2490;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Na Medida/MP Despertando para o Associativismo;;;;;;;
3010;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Caixa de Som ;;01.08.0010 ;;;;;
3072;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3138;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Evento/Computador ;;02.01.0046 ;;;;;
3201;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3267;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3336;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3402;BA00000000259/030000000583;ASSOCIATIVISMO NA MEDIDA MÓDULO I - DESPERTANDO PARA O ASSOCIATIVISMO;1;Tela de Projeção ;;01.08.0057 ;;;;;
193;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;4;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
194;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;6;Expediente/Giz de Cera - 12 Cores;;01.02.0319;;;;;
196;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;30;Expediente/Papel Flip Chart;;01.02.0179;;;;;
198;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Na medida/Bloco;;01.06.0001;;;;;
199;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Na medida/Caneta;;01.06.0005;;;;;
200;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Na medida/Crachá;;01.06.0004;;;;;
201;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
202;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
203;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
204;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
208;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Na medida/Pasta;;01.06.0002;;;;;
209;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;10;Expediente/Papel Cartolina - Amarela;75 Tarjeta 20x10cm Amarela;01.02.0090;;;;;
210;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;4;Expediente/Papel Cartolina - Azul;75 Tarjeta 20x10cm Azuis;01.02.0405;;;;;
211;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;9;Expediente/Papel Cartolina - Branca;40 Tarjeta 54x10cm Branca;01.02.0406;;;;;
212;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;5;Expediente/Papel Cartolina - Branca;75 Tarjeta 20x10cm Branca;01.02.0406;;;;;
213;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;7;Expediente/Papel Cartolina - Verde;75 Tarjeta 20x10cm Verde;01.02.0409;;;;;
216;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;15;Expediente/Tesoura  Escritório Grande - Cabo Preto / 21,5 cm ;;01.02.0371;;;;;
2460;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
2464;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
2467;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel;;01.02.0086;;;;;
2474;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;6;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
2482;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Na medida/Certificado;;01.06.0006;;;;;
2491;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Bambolê de 50cm;;;;;;;
2493;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;25;Expediente/Revistas variadas para recortar;;;;;;;
2494;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Ficha de Avaliação;;;;;;;
2495;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Fio de nylon - METRO;;;;;;;
2497;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Lista de Presença;;;;;;;
2498;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Na Medida/MP Planejando Nosso Empreendimento Coletivo;;;;;;;
2499;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;14;Papel pardo - METRO (largura 1,20 m).;Pedaços com 2m;;;;;;
3011;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Caixa de Som ;;01.08.0010 ;;;;;
3073;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3139;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Evento/Computador ;;02.01.0046 ;;;;;
3202;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3268;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3327;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Serviços Prestados Consultoria ;;02.01.0999 ;;;;;
3337;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3403;BA00000000329/010000000667;ASSOCIATIVISMO NA MEDIDA MÓDULO II - PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Tela de Projeção ;;01.08.0057 ;;;;;
226;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;2;FOLHAS DE PAPEL TNT AMARELO (1,50 CM X 1,10CM);;01.02.0455;;;;;
227;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;2;FOLHAS DE PAPEL TNT VERDE (1,50 CM X 1,10CM);;01.02.0456;;;;;
229;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;3;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
230;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;4;Expediente/Giz de Cera - 12 Cores;;01.02.0319;;;;;
231;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Liga de Borracha Elástica - Amarela;;01.02.0307;;;;;
232;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;50;Expediente/Papel Flip Chart;;01.02.0179;;;;;
233;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
234;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;NP;Na medida/Bloco;;01.06.0001;;;;;
235;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;NP;Na medida/Caneta;;01.06.0005;;;;;
236;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;NP;Na medida/Certificado;;01.06.0006;;;;;
237;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
238;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
239;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
246;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;2;Expediente/Palito de Madeira - Picolé;;01.02.0084;;;;;
248;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Papel Crepom - Verde Bandeira;;01.02.0417;;;;;
249;BA00000000143/0000000042;ASSOCIATIVISMO NA MEDIDA MÓDULO III – PRATICANDO O ASSOCIATIVISMO;NP;Na medida/Pasta;;01.06.0002;;;;;
